#JCAT	Piece	Name	LDate	GDate	ODate	Period	Perigee	PF	Apogee	AF	Inc	IF	OType	Longitude	DriftRate	TDate	TF	Flags
# Updated 2025 Aug  5 0507:15
S26352	2000-022A	GOES 11	2000 May  3	2000 May 11 1334	2025 Aug  4 0837:	    1453.885 	   36121.6 	 	   36146.5 	 	 11.13 	 	GEO/ID	143.00E	 +   4.424W	2011 Dec 16	P	-
S26369	2000-028A	EUTELSAT 12 WEST F	2000 May 24	2000 Jun  1 0700	2025 Aug  4 1242:	    1462.387 	   36269.0 	 	   36330.3 	 	  7.81 	 	GEO/ID	 80.88W	 +   6.497W	2021 Nov  3	P	-
S26373	2000-029B	Briz-M No. 88502L	2000 Jun  6	2000 Jun  6 1300	2025 Aug  4 0517:	    1435.518 	   34694.2 	 	   36856.4 	 	 13.39 	 	GEO/I	160.25E	 +   0.138E	2000 Jun  6 0259:00	R	-
S26372	2000-029A	Gorizont	2000 Jun  6	2000 Jun  6 1300	2025 Aug  3 1855:	    1436.380 	   35777.8 	 	   35806.4 	 	 13.72 	 	GEO/I	143.13E	 +   0.078W	2008 Apr	P	-
S26381	2000-031D	Blok DM-2 No. 89L	2000 Jun 24	2000 Jun 24 0630	2025 Aug  4 0742:	    1448.109 	   35971.1 	 	   36071.7 	 	 14.50 	 	GEO/ID	 49.32W	 +   3.002W	2000 Jun 24 0028:00	R	-
S26378	2000-031A	Ekspress 3A	2000 Jun 24	2000 Jun 24 0700	2025 Aug  4 0700:	    1457.923 	   36172.7 	 	   36252.8 	 	 11.78 	 	GEO/ID	161.85E	 +   5.411W	2009 Aug 24	P	-
S26382	2000-032A	Feng Yun 2B	2000 Jun 25	2000 Jun 26 0400	2025 Aug  4 0522:	    1438.493 	   35825.8 	 	   35841.2 	 	 12.96 	 	GEO/ID	179.63E	 +   0.608W	2006 Mar?	P	-
S26460	2000-032C	FG-36 AKM	2000 Jun 25	2000 Jun 26 0400	2025 Aug  4 0938:	    1438.011 	   35731.2 	 	   35916.9 	 	 14.27 	 	GEO/ID	 89.01W	 +   0.488W	2000 Jun 25 1150	C	-
S26397	2000-036D	Blok DM-2 No. 90L	2000 Jul  4	2000 Jul  5 0600	2025 Aug  4 0826:	    1437.800 	   35747.8 	 	   35892.0 	 	 13.79 	 	GEO/ID	104.90E	 +   0.435W	2000 Jul  4 2344:00	R	-
S26394	2000-036A	Kosmos-2371	2000 Jul  4	2000 Jul  5 0620	2025 Aug  4 1002:	    1436.158 	   35768.7 	 	   35806.9 	 	 13.82 	 	GEO/I	 79.70E	 +   0.022W	2009 Mar 11?	P	-
S26390	2000-035A	Sirius FM-1	2000 Jun 30	2000 Jul  6 1300	2025 Aug  4 0912:	     912.101 	   24767.7 	 	   24785.2 	 	 59.38 	 	MEO	111.84W	-	2016 Nov 21	P	-
S26388	2000-034A	TDRS 8	2000 Jun 30	2000 Jul  8 1130	2025 Aug  4 1146:	    1436.048 	   35772.6 	 	   35798.7 	 	 12.18 	 	GEO/I	 84.83E	 +   0.005E	*	P	-
S26402	2000-038A	Echostar VI	2000 Jul 14	2000 Jul 17?    	2025 Aug  4 1142:	    1457.652 	   36194.8 	 	   36220.1 	 	 10.18 	 	GEO/ID	119.88W	 +   5.345W	2018 May 25	P	-
S26451	2000-043A	Intelsat IS-9	2000 Jul 28	2000 Aug  3 1730	2025 Aug  4 1101:	    1448.688 	   36018.0 	 	   36047.3 	 	  9.68 	 	GEO/ID	110.02W	 +   3.144W	*	P	-
S26470	2000-046B	Nilesat 102	2000 Aug 17	2000 Aug 22 1200	2025 Aug  4 0755:	    1468.713 	   36393.1 	 	   36452.2 	 	  8.59 	 	GEO/ID	  3.86W	 +   8.024W	2018 Jun 24	P	-
S26469	2000-046A	Star One B4	2000 Aug 17	2000 Aug 23 1700	2025 Aug  4 0759:	    1452.075 	   36080.8 	 	   36116.7 	 	  8.50 	 	GEO/ID	 10.41E	 +   3.979W	2021 Jun 15	P	-
S26480	2000-049D	Blok DM-2 No. 87L	2000 Aug 28	2000 Aug 29 0245	2025 Aug  4 1113:	    1466.514 	   36322.6 	 	   36437.2 	 	 14.39 	 	GEO/ID	102.58W	 +   7.494W	2000 Aug 28 2008:00	R	-
S26477	2000-049A	Raduga-1	2000 Aug 28	2000 Aug 29 0249	2025 Aug  4 1004:	    1435.191 	   35758.7 	 	   35779.0 	 	 13.79 	 	GEO/ID	 87.02E	 +   0.221E	2009 Apr	P	-
S26483	2000-051A	Sirius FM-2	2000 Sep  5	2000 Sep 11 0050	2025 Aug  3 1240:	     872.822 	   23274.2 	 	   24476.7 	 	 66.85 	 	MEO	 93.54W	-	2016 Aug  1	P	-
S26487	2000-052A	EUTELSAT 4A	2000 Sep  6	2000 Sep 11?    	2025 Aug  4 0301:	    1466.701 	   36357.4 	 	   36409.7 	 	 10.66 	 	GEO/ID	 45.58E	 +   7.539W	2012 Feb 16	P	-
S26495	2000-054B	AMC 7	2000 Sep 14	2000 Sep 18?    	2025 Aug  4 1142:	    1452.617 	   36074.4 	 	   36144.3 	 	  6.10 	 	GEO/ID	120.93W	 +   4.112W	2020 Jan 25	P	-
S26494	2000-054A	Astra 2B	2000 Sep 14	2000 Oct  2?    	2025 Aug  4 0840:	    1455.721 	   36107.0 	 	   36232.7 	 	  8.84 	 	GEO/ID	154.34E	 +   4.873W	2021 Jun 12	P	-
S26554	2000-059A	NSS 11	2000 Oct  1	2000 Oct 11 0300	2025 Aug  4 1212:	    1436.079 	   35773.1 	 	   35799.4 	 	  1.30 	 	GEO/S	175.99E	 +   0.003W	*	P	-
S26559	2000-060A	N-SAT-110	2000 Oct  6	2000 Oct 14 0300	2025 Aug  4 0446:	    1451.914 	   36064.6 	 	   36126.7 	 	  5.98 	 	GEO/ID	 51.51E	 +   3.940W	2019 Jan 17 0137	P	-
S26575	2000-065A	DSCS III B-11	2000 Oct 20	2000 Oct 21?    	2025 Aug  4 0835:	    1436.143 	   35783.4 	 	   35791.6 	 	 11.07 	 	GEO/I	134.37E	 +   0.019W	*	P	-
S26577	2000-065C	IABS-8	2000 Oct 20	2000 Oct 21?    	2025 Aug  3 0336:	    1423.226 	   35301.1 	 	   35767.5 	 	 13.88 	 	GEO/ID	  1.98W	 +   3.257E	2000 Oct 20 0040:02	R	-
S26578	2000-066A	Thuraya 1	2000 Oct 21	2000 Oct 30 0600	2025 Aug  4 1139:	    1454.774 	   36129.9 	 	   36172.9 	 	  9.47 	 	GEO/ID	131.59W	 +   4.642W	2007 May 10	P	-
S26580	2000-067A	AMC 6	2000 Oct 21	2000 Oct 30 1430	2025 Aug  4 1135:	    1436.073 	   35770.1 	 	   35802.2 	 	  0.03 	 	GEO/S	135.09W	 +   0.001W	*	P	-
S26590	2000-068A	Intelsat IS-12	2000 Oct 29	2000 Nov  3?    	2025 Aug  4 0936:	    1454.077 	   36093.2 	 	   36182.4 	 	  7.55 	 	GEO/ID	 12.58W	 +   4.471W	2021 Oct 19	P	-
S26599	2000-069A	Beidou DJW	2000 Oct 30	2000 Nov  6 0530	2025 Aug  4 0749:	    1455.856 	   36135.5 	 	   36209.4 	 	 11.82 	 	GEO/ID	 26.71W	 +   4.907W	2011 Nov 21	P	-
S26608	2000-072A	Intelsat IS-1R	2000 Nov 16	2000 Nov 25 1630	2025 Aug  4 1116:	    1454.988 	   36142.3 	 	   36168.8 	 	  7.28 	 	GEO/ID	150.39W	 +   4.694W	*	P	-
S26624	2000-076A	Anik F1	2000 Nov 21	2000 Dec  3 2030	2025 Aug  4 1333:	    1455.183 	   36130.5 	 	   36188.2 	 	  4.37 	 	GEO/ID	100.09E	 +   4.742W	2024 Nov 25	P	-
S26626	2000-077A	Sirius FM-3	2000 Nov 30	2000 Dec  6 1100	2025 Aug  3 1440:	     906.668 	   24614.0 	 	   24691.2 	 	 59.99 	 	MEO	111.06E	-	2016 Aug 11?	P	-
S26635	2000-080A	USA 155	2000 Dec  6	2000 Dec  8?    	2021 Jan 13 1106:	    1436.078 	   35725.6 	 	   35846.9 	 	  9.29 	 	GEO/I	110.09E	 +   0.002W	*	P	-
S26638	2000-081A	Astra 2D	2000 Dec 20	2000 Dec 23?    	2025 Aug  4 1326:	    1454.566 	   36133.9 	 	   36160.7 	 	  9.78 	 	GEO/ID	 74.07E	 +   4.591W	2023 Jan 19	P	-
S26639	2000-081B	AMC 8	2000 Dec 20	2000 Dec 26 2030	2025 Aug  4 1133:	    1452.354 	   36091.4 	 	   36117.1 	 	  5.30 	 	GEO/ID	137.13W	 +   4.048W	2022 Dec  2	P	-
S26643	2000-082A	Beidou DSW 2	2000 Dec 20	2000 Dec 30?    	2025 Aug  4 1325:	    1450.893 	   35729.5 	 	   36421.9 	 	 12.13 	 	GEO/ID	 71.35E	 +   3.688W	2011 Nov 23	P	-
S26666	2001-002A	Turksat 2A	2001 Jan 10	2001 Jan 15 0800	2025 Aug  4 0846:	    1466.242 	   36344.1 	 	   36405.1 	 	  8.18 	 	GEO/ID	174.24E	 +   7.429W	2016 Oct  2	P	-
S26695	2001-005B	Skynet 4F	2001 Feb  7	2001 Feb 10 1800	2025 Aug  4 0745:	    1452.335 	   36077.2 	 	   36130.5 	 	 11.79 	 	GEO/ID	 38.41W	 +   4.043W	2019 Oct?	P	-
S26694	2001-005A	SICRAL 1	2001 Feb  7	2001 Feb 20 1030	2025 Apr  3 1353:	    1458.379 	   36185.4 	 	   36257.8 	 	 11.53 	 	GEO/ID	  6.97W	 +   5.522W	2021 May 12	P	-
S26715	2001-009A	Milstar 4	2001 Feb 27	2001 Feb 28 0354	2025 Aug  4 1116:	    1436.092 	   35610.8 	 	   35962.2 	 	 11.19 	 	GEO/I	149.17W	 +   0.006W	*	P	-
S26716	2001-009B	Centaur TC-22	2001 Feb 27	2001 Feb 28 0344	2025 Aug  3 1809:	    1433.438 	   35665.6 	 	   35803.4 	 	 12.38 	 	GEO/ID	149.47E	 +   0.662E	2001 Feb 27 2120:00	R	-
S26720	2001-011B	BSAT-2a	2001 Mar  8	2001 Mar 10 0200	2025 Aug  4 1328:	    1451.983 	   36075.2 	 	   36118.7 	 	 10.06 	 	GEO/ID	 82.10E	 +   3.957W	2013 Jan 29	P	-
S26719	2001-011A	EUTELSAT 133 WEST A	2001 Mar  8	2001 Mar 14 0950	2025 Aug  4 1027:	    1457.559 	   36191.6 	 	   36219.7 	 	  6.58 	 	GEO/ID	168.11E	 +   5.323W	2023 Jun 15	P	-
S26724	2001-012A	XM-2	2001 Mar 18	2001 Mar 25?    	2025 Aug  4 0618:	    1453.309 	   36085.0 	 	   36160.6 	 	  8.84 	 	GEO/ID	 14.33E	 +   4.282W	2014 Nov  1	P	-
S26738	2001-014C	Briz-M No. 88503L	2001 Apr  7	2001 Apr  7 1000	2025 Aug  4 0828:	    1469.922 	   35677.3 	 	   37215.0 	 	 14.97 	 	GEO/ID	110.17E	 +   8.314W	2001 Apr  7 0347:00	R	-
S26736	2001-014A	Ekran-M	2001 Apr  7	2001 Apr  7 1031	2025 Aug  3 1718:	    1445.867 	   35852.1 	 	   36103.1 	 	 14.37 	 	GEO/ID	163.62E	 +   2.447W	2009 Apr  9	P	-
S26745	2001-015A	GSAT-1	2001 Apr 18	2001 Apr 23     	2025 Aug  4 0340:	    1387.008 	   33855.6 	 	   35784.7 	 	 12.68 	 	GEO/ID	179.66W	 +  12.769E	2002 May?	P	-
S26761	2001-018A	XM-1	2001 May  8	2001 May 18 1815	2025 Aug  4 1336:	    1454.460 	   36121.2 	 	   36169.3 	 	  8.06 	 	GEO/ID	110.06E	 +   4.565W	2016 Mar  9	P	-
S26766	2001-019A	Intelsat IS-10	2001 May 15	2001 May 20     	2025 Aug  4 0933:	    1453.367 	   36123.3 	 	   36124.6 	 	  8.31 	 	GEO/ID	 20.63W	 +   4.297W	*	P	-
S26770	2001-020A	GeoLITE	2001 May 18	2001 May 20?    	2020 Aug  4 1046:	    1456.887 	   36102.8 	 	   36282.3 	 	  8.02 	 	GEO/ID	 72.33W	 +   5.158W	2011 Sep?	P	-
S26824	2001-024A	INTELSAT 901	2001 Jun  9	2001 Jun 15 2300	2025 Aug  4 1315:	    1457.204 	   36173.9 	 	   36223.6 	 	  0.42 	 	GEO/D	 35.69E	 +   5.236W	2025 Apr  3	P	-
S26853	2001-025A	Astra 2C	2001 Jun 16	2001 Jun 24 1400	2025 Aug  4 0849:	    1453.944 	   36122.5 	 	   36147.9 	 	  7.40 	 	GEO/ID	175.40W	 +   4.438W	2024 Jun  3	P	-
S26883	2001-033D	IUS-16 SRM-2	2001 Aug  6	2001 Aug  6 1400	2025 Aug  4 0951:	    1441.595 	   35868.9 	 	   35919.4 	 	 12.61 	 	GEO/ID	 82.04W	 +   1.384W	2001 Aug  6 0728:00	R	-
S26880	2001-033A	DSP F21	2001 Aug  6	2001 Aug  6 1422	2025 Aug  4 0742:	    1436.036 	   35784.3 	 	   35786.5 	 	 12.48 	 	GEO/I	 49.14W	 +   0.008E	*	P	-
S26887	2001-033E	DSP F21 Aperture Cover	2001 Aug  6	2001 Aug  7?    	2001 Aug  6	    1435.504 	   35750.0 	?	   35800.0 	?	  3.00 	?	GEO/S	-	-	2001 Aug  6 0728:00	C	-
S26871	2001-031A	GOES 12	2001 Jul 23	2001 Aug  7 1745	2025 Aug  4 1147:	    1452.573 	   36091.1 	 	   36125.9 	 	 11.60 	 	GEO/ID	 86.08E	 +   4.102W	2013 Aug 16	P	-
S26895	2001-037D	Blok DM-2 No. 99L	2001 Aug 24	2001 Aug 24 0310	2025 Aug  4 0829:	    1435.602 	   35689.3 	 	   35864.5 	 	 12.98 	 	GEO/I	114.31E	 +   0.117E	2001 Aug 24 2034:50	R	-
S26892	2001-037A	Kosmos-2379	2001 Aug 24	2001 Aug 24 0320	2025 Aug  4 1320:	    1434.631 	   35731.5 	 	   35784.3 	 	 12.99 	 	GEO/ID	 53.49E	 +   0.362E	2009 Dec?	P	-
S26900	2001-039A	INTELSAT 902	2001 Aug 30	2001 Sep  4 1540	2025 Aug  1 0056:	    1436.101 	   35768.5 	 	   35804.9 	 	  5.30 	 	GEO/I	 50.14W	 +   0.008W	*	P	-
S26927	2001-042A	EUTELSAT 12 WEST B	2001 Sep 25	2001 Oct  2 1120	2025 Aug  4 1328:	    1461.544 	   36268.7 	 	   36297.8 	 	  5.80 	 	GEO/ID	 82.84E	 +   6.292W	2020 Oct 13	P	-
S26939	2001-045D	Blok DM-2 No. 93L	2001 Oct  6	2001 Oct  6 2319	2025 Aug  4 1008:	    1435.848 	   35677.8 	 	   35885.7 	 	 13.65 	 	GEO/I	102.39E	 +   0.055E	2001 Oct  6 1645:00	R	-
S26936	2001-045A	Raduga-1	2001 Oct  6	2001 Oct  6 2320	2025 Aug  4 0653:	    1473.208 	   36427.9 	 	   36591.9 	 	 14.30 	 	GEO/ID	138.47E	 +   9.100W	2006 Mar  2	P	-
S26948	2001-046A	USA 162	2001 Oct 11	2001 Oct 11?    	2024 Apr 30 2004:	    1436.122 	   35771.8 	 	   35802.4 	 	 12.92 	 	GEO/I	127.05W	 +   0.014W	*	P	-
S26985	2001-052A	T4S	2001 Nov 27	2001 Nov 29 2140	2025 Aug  4 1129:	    1450.689 	   36051.6 	 	   36091.8 	 	  5.45 	 	GEO/ID	140.87W	 +   3.638W	2019 Oct 30	P	-
S27169	2002-001B	Centaur TC-19	2002 Jan 16	2002 Jan 16 0655	2025 Aug  4 0852:	    1437.450 	   35593.7 	 	   36032.5 	 	  9.69 	 	GEO/ID	 54.61W	 +   0.347W	2002 Jan 16 0030:01	R	-
S27168	2002-001A	Milstar 5	2002 Jan 16	2002 Jan 16 0705	2025 Aug  4 0436:	    1436.046 	   35368.8 	 	   36202.4 	 	 10.80 	 	GEO/I	 18.84E	 +   0.006E	*	P	-
S27298	2002-002A	Insat 3C	2002 Jan 23	2002 Jan 30?    	2025 Aug  4 1241:	    1450.167 	   36006.8 	 	   36116.3 	 	  7.67 	 	GEO/ID	 83.59W	 +   3.509W	2017 Jul 28	P	-
S27380	2002-007A	INTELSAT 904	2002 Feb 23	2002 Mar  1 1400	2025 Aug  4 1358:	    1436.064 	   35773.5 	 	   35798.4 	 	  6.12 	 	GEO/I	 27.65W	 +   0.001E	*	P	-
S27378	2002-006A	Echostar VII	2002 Feb 21	2002 Mar  6 2010	2025 Aug  4 1338:	    1442.296 	   35896.1 	 	   35919.6 	 	  3.19 	 	GEO/ID	115.20E	 +   1.559W	2022 Mar 17	P	-
S27400	2002-015B	Astra 3A	2002 Mar 29	2002 Apr  1 1900	2025 Aug  4 0615:	    1453.229 	   36117.6 	 	   36125.0 	 	  9.85 	 	GEO/ID	  5.38E	 +   4.263W	2023 Jan 21	P	-
S27403	2002-016A	INTELSAT 903	2002 Mar 30	2002 Apr  6 0540	2025 Aug  4 1242:	    1454.261 	   36119.4 	 	   36163.3 	 	  6.91 	 	GEO/ID	 80.79W	 +   4.516W	2020 Apr 29	P	-
S27399	2002-015A	JCSAT 2A	2002 Mar 29	2002 Apr  7?    	2025 Aug  4 1142:	    1454.158 	   36103.4 	 	   36175.4 	 	  7.52 	 	GEO/ID	 79.57W	 +   4.491W	2021 Jan 29 0653	P	-
S27414	2002-019A	NSS 7	2002 Apr 16	2002 Apr 29 1030	2025 Aug  4 1332:	    1453.380 	   36106.3 	 	   36142.1 	 	  8.57 	 	GEO/ID	 94.26E	 +   4.300W	2024 Jan 31?	P	-
S27426	2002-023A	T5	2002 May  7	2002 May 11 1530	2025 Aug  4 1233:	    1436.082 	   35771.2 	 	   35801.4 	 	  4.06 	 	GEO/I	110.08W	 +   0.004W	*	P	-
S27444	2002-029D	Blok DM-2M No. 11L	2002 Jun 10	2002 Jun 10 0730	2025 Aug  4 0517:	    1450.515 	   36025.8 	 	   36110.9 	 	 13.97 	 	GEO/ID	160.64E	 +   3.595W	2002 Jun 10 0114:00	R	-
S27441	2002-029A	Ekspress A1R	2002 Jun 10	2002 Jun 10 0758	2025 Aug  4 0434:	    1451.501 	   36065.5 	 	   36109.6 	 	 11.10 	 	GEO/ID	 10.96E	 +   3.838W	2020 Mar 30	P	-
S27438	2002-027A	INTELSAT 905	2002 Jun  5	2002 Jun 13 1915	2025 Aug  4 1134:	    1436.065 	   35775.4 	 	   35796.6 	 	  5.95 	 	GEO/I	137.18W	 +   0.001E	*	P	-
S27445	2002-030A	Galaxy 3C	2002 Jun 15	2002 Jun 24 1750	2025 Aug  4 1238:	    1436.093 	   35773.7 	 	   35799.3 	 	  2.92 	 	GEO/S	 94.85W	 +   0.006W	*	P	-
S27460	2002-035A	EUTELSAT 5 WEST A	2002 Jul  5	2002 Jul 11?    	2025 Aug  4 0938:	    1464.048 	   36282.4 	 	   36381.4 	 	  5.26 	 	GEO/ID	  4.85W	 +   6.899W	2023 Jan 13 0957	P	-
S27461	2002-035B	N-Star c	2002 Jul  5	2002 Jul 11 2300	2025 Aug  4 1323:	    1455.277 	   36119.7 	 	   36202.7 	 	 10.40 	 	GEO/ID	 63.57E	 +   4.765W	2020 May 16 0153	P	-
S27501	2002-039A	Echostar VIII	2002 Aug 22	2002 Aug 27 0330	2025 Aug  4 1125:	    1461.785 	   36237.5 	 	   36338.4 	 	  8.04 	 	GEO/ID	144.23W	 +   6.351W	2017 May  4	P	-
S27499	2002-038A	EUTELSAT 70D	2002 Aug 21	2002 Aug 28 2340	2025 Aug  4 0622:	    1449.809 	   36049.2 	 	   36059.9 	 	  7.79 	 	GEO/ID	 31.74E	 +   3.421W	2016 Aug  7	P	-
S27508	2002-040A	EUTELSAT 59A	2002 Aug 28	2002 Sep  3?    	2025 Aug  4 1158:	    1464.991 	   36322.0 	 	   36378.6 	 	  6.47 	 	GEO/ID	126.18E	 +   7.127W	2018 Nov 12	P	-
S27509	2002-040B	Meteosat 8	2002 Aug 28	2002 Sep  5 1230	2025 Aug  4 1234:	    1470.841 	   36398.6 	 	   36529.3 	 	 10.63 	 	GEO/ID	107.88W	 +   8.534W	2022 Oct 18	P	-
S39998	2002-040E	SEVIRI Cooler Cover	2002 Aug 28	2002 Sep  9 1430	2025 Apr 17 0217:	    1423.092 	   35402.1 	 	   35661.2 	 	 12.05 	 	GEO/ID	 51.02W	 +   3.292E	2002 Aug 28 2245:00	C	-
S39999	2002-040F	SEVIRI Entry Baffle Cover	2002 Aug 28	2002 Sep 11 0600	2025 Jul 28 1016:	    1412.178 	   34901.3 	 	   35732.9 	 	 11.91 	 	GEO/ID	 87.54W	 +   6.107E	2002 Aug 28 2245:00	C	-
S27513	2002-041A	INTELSAT 906	2002 Sep  6	2002 Sep 13?    	2025 Aug  4 1323:	    1436.079 	   35776.3 	 	   35796.2 	 	  4.99 	 	GEO/I	 64.27E	 +   0.003W	*	P	-
S27516	2002-042B	Kodama	2002 Sep 10	2002 Sep 14     	2025 Aug  4 0436:	    1450.531 	   35992.4 	 	   36144.9 	 	 10.63 	 	GEO/ID	 19.59E	 +   3.599W	2017 Aug  5	P	-
S27525	2002-043A	KALPANA-1	2002 Sep 12	2002 Sep 14 0558	2025 Aug  4 1319:	    1464.352 	   36303.6 	 	   36372.1 	 	 12.53 	 	GEO/ID	 50.62E	 +   6.972W	2018 Jul 25?	P	-
S27528	2002-044A	Hispasat 143W-1	2002 Sep 18	2002 Sep 27     	2025 Aug  4 0623:	    1455.583 	   35960.1 	 	   36374.2 	 	  5.74 	 	GEO/ID	 34.66E	 +   4.840W	2022 Jun  8	P	-
S27389	2002-011A	TDRS 9	2002 Mar  8	2002 Oct  6 0600	2025 Aug  4 1102:	    1454.820 	   36126.9 	 	   36177.7 	 	 11.50 	 	GEO/ID	 68.52W	 +   4.653W	2023 Jan 29	P	-
S26863	2001-029A	Artemis	2001 Jul 12	2002 Dec  1     	2025 Aug  4 1126:	    1450.278 	   35993.9 	 	   36133.5 	 	 14.60 	 	GEO/ID	141.65W	 +   3.537W	2017 Nov 15	P	-
S27554	2002-051A	EUTELSAT 33B	2002 Nov 20	2002 Dec  1 0500	2025 Aug  4 1336:	    1437.139 	   35759.2 	 	   35854.8 	 	  8.22 	 	GEO/ID	110.24E	 +   0.269W	2015 Oct 15	P	-
S27566	2002-055A	TDRS 10	2002 Dec  5	2002 Dec 14 0100	2025 Aug  4 1138:	    1456.660 	   36141.0 	 	   36235.3 	 	  9.47 	 	GEO/ID	132.72W	 +   5.103W	*	P	-
S27603	2002-057A	NSS 6	2002 Dec 17	2002 Dec 25?    	2025 Aug  4 1332:	    1452.739 	   36101.2 	 	   36122.2 	 	  4.56 	 	GEO/ID	 97.26E	 +   4.142W	2023 Aug 15	P	-
S27632	2002-062A	Nimiq 2	2002 Dec 29	2003 Jan  5?    	2025 Aug  4 1104:	    1436.088 	   35763.6 	 	   35809.3 	 	  8.71 	 	GEO/I	108.93W	 +   0.005W	*	P	-
S27683	2003-007A	INTELSAT 907	2003 Feb 15	2003 Feb 21 2100	2025 Aug  4 1242:	    1452.230 	   36060.2 	 	   36143.3 	 	  4.92 	 	GEO/ID	 80.58W	 +   4.017W	2020 May 29	P	-
S27691	2003-008A	DSCS III A-3	2003 Mar 11	2003 Mar 13     	2025 Aug  4 1047:	    1436.116 	   35780.5 	 	   35793.5 	 	 10.33 	 	GEO/I	121.31W	 +   0.012W	*	P	-
S27693	2003-008C	IABS-10	2003 Mar 11	2003 Mar 15     	2025 Aug  4 0238:	    1424.055 	   35427.9 	 	   35673.2 	 	 13.26 	 	GEO/ID	 20.28E	 +   3.045E	2003 Mar 11 0059:00	R	-
S27712	2003-012B	Centaur TC-23	2003 Apr  8	2003 Apr  8 2008	2025 Aug  4 0819:	    1431.635 	   35606.1 	 	   35792.3 	 	 10.77 	 	GEO/ID	 52.89W	 +   1.118E	2003 Apr  8 1343:00	R	-
S27711	2003-012A	Milstar 6	2003 Apr  8	2003 Apr  8 2018	2025 Aug  3 1858:	    1436.109 	   35371.8 	 	   36201.9 	 	 11.86 	 	GEO/I	151.90E	 +   0.010W	*	P	-
S27714	2003-013A	Insat 3A	2003 Apr  9	2003 Apr 14 0409	2025 Aug  4 1201:	    1442.731 	   35887.6 	 	   35945.1 	 	  8.06 	 	GEO/ID	135.77E	 +   1.667W	2016 Nov 14	P	-
S27715	2003-013B	Galaxy 12	2003 Apr  9	2003 Apr 16?    	2025 Aug  4 1239:	    1454.789 	   36146.5 	 	   36156.9 	 	  6.18 	 	GEO/ID	 88.41W	 +   4.645W	2023 Sep 14	P	-
S27718	2003-014A	Asiasat 4	2003 Apr 12	2003 Apr 22 1530	2025 Aug  3 1513:	    1436.080 	   35775.7 	 	   35796.9 	 	  3.89 	 	GEO/I	147.50E	 +   0.003W	*	P	-
S27780	2003-015F	Blok DM-2 No. 98L	2003 Apr 24	2003 Apr 24 1100	2025 Aug  4 1145:	    1434.517 	   35713.6 	 	   35797.7 	 	 12.39 	 	GEO/ID	 79.89E	 +   0.390E	2003 Apr 24 0423:17	R	-
S27775	2003-015A	Kosmos-2397	2003 Apr 24	2003 Apr 24 1100	2025 Aug  4 1005:	    1432.971 	   35554.8 	 	   35896.0 	 	 12.35 	 	GEO/ID	 89.82E	 +   0.780E	2003 Sep?	P	-
S27807	2003-018A	GSAT-2	2003 May  8	2003 May 10 0641	2025 Aug  4 1321:	    1442.280 	   35866.2 	 	   35948.8 	 	 10.56 	 	GEO/ID	 57.25E	 +   1.555W	2011 May  8	P	-
S27811	2003-020A	Hellas Sat 2	2003 May 13	2003 May 19?    	2025 Aug  4 0936:	    1436.085 	   35764.1 	 	   35808.6 	 	  6.56 	 	GEO/I	 10.15W	 +   0.004W	*	P	-
S27813	2003-021A	Beidou DSW 3	2003 May 24	2003 May 26 1300	2025 Aug  4 1152:	    1443.312 	   35867.1 	 	   35988.3 	 	 10.76 	 	GEO/ID	105.75E	 +   1.812W	2013 Jan  9	P	-
S27820	2003-024A	AMC 9	2003 Jun  6	2003 Jun 11 1615	2025 Aug  4 0845:	    1454.025 	   36068.0 	 	   36205.6 	 	  7.12 	 	GEO/ID	172.08E	 +   4.458W	2017 Nov 20	P	-
S27831	2003-028B	Optus and Defense C1	2003 Jun 11	2003 Jun 16 0130	2025 Aug  4 1024:	    1436.080 	   35762.4 	 	   35810.1 	 	  6.09 	 	GEO/I	155.75E	 +   0.003W	*	P	-
S27830	2003-028A	BSAT-2c	2003 Jun 11	2003 Jun 16 0330	2025 Aug  4 1331:	    1451.641 	   36071.6 	 	   36109.0 	 	  9.47 	 	GEO/ID	 90.94E	 +   3.872W	2013 Aug  1	P	-
S27825	2003-026A	Thuraya 2	2003 Jun 10	2003 Jun 17 0830	2025 Aug  4 1317:	    1436.073 	   35771.5 	 	   35800.8 	 	  8.34 	 	GEO/I	 44.18E	 +   0.001W	*	P	-
S27852	2003-033A	Echostar XII	2003 Jul 17	2003 Jul 28 0340	2025 Aug  4 1209:	    1456.212 	   36138.3 	 	   36220.5 	 	  5.44 	 	GEO/ID	165.94E	 +   4.993W	2019 Nov  5	P	-
S27854	2003-034A	Echostar IX	2003 Aug  8	2003 Aug 13     	2025 Aug  4 1321:	    1455.023 	   36153.5 	 	   36159.0 	 	  2.38 	 	GEO/D	 55.57E	 +   4.702W	*	P	-
S27875	2003-040A	DSCS III B-6	2003 Aug 29	2003 Aug  2     	2025 Aug  4 0438:	    1436.107 	   35778.1 	 	   35795.5 	 	  9.82 	 	GEO/I	 24.17E	 +   0.010W	*	P	-
S27877	2003-040C	IABS-7	2003 Aug 29	2003 Sep  3?    	2025 Aug  3 2021:	    1429.399 	   35627.9 	 	   35682.9 	 	 13.14 	 	GEO/ID	116.86E	 +   1.684E	2003 Aug 29 2313:00	R	-
